trialN,EmoResp,ConfResp,EmoRT,ConfRT,trialSuccess,StimFile,MorphLevel,Indiv,SubID
243,1,2,0.3739726000058,0.18256330001168,1,SHINEd_f24_088_mask.tif,88,f24,999
244,0,3,0.00189250000403263,0.38995199999772,1,SHINEd_m31_199_mask.tif,199,m31,999
245,1,3,0.385496100003365,0.651070099993376,1,SHINEd_m31_000_mask.tif,0,m31,999
246,1,3,0.00160180000239052,0.0935731999925338,1,SHINEd_m08_000_mask.tif,0,m08,999
247,1,3,0.266284499986796,0.21220439998433,1,SHINEd_m31_022_mask.tif,22,m31,999
248,1,3,0.293788499984657,0.239006599993445,1,SHINEd_f06_022_mask.tif,22,f06,999
249,0,1,0.570773999992525,0.622324299998581,1,SHINEd_f06_066_mask.tif,66,f06,999
250,0,3,0.218141399993328,0.261968199978583,1,SHINEd_f24_199_mask.tif,199,f24,999
251,0,3,0.554445000016131,0.221978199988371,1,SHINEd_m31_199_mask.tif,199,m31,999
252,0,3,0.756099899997935,0.153551399998832,1,SHINEd_f06_088_mask.tif,88,f06,999
253,1,3,0.260294000006979,0.222386400011601,1,SHINEd_f06_000_mask.tif,0,f06,999
254,0,3,0.226697600010084,0.180275699996855,1,SHINEd_m08_155_mask.tif,155,m08,999
255,0,2,0.30724680001731,0.19732110001496,1,SHINEd_m31_133_mask.tif,133,m31,999
256,1,2,0.109115900006145,0.288655499985907,1,SHINEd_m08_044_mask.tif,44,m08,999
257,1,2,0.306678499997361,0.24747619999107,1,SHINEd_f06_044_mask.tif,44,f06,999
258,1,2,0.00181280000833794,0.352718299982371,1,SHINEd_m08_022_mask.tif,22,m08,999
259,0,3,0.0505436999956146,0.306055000022752,1,SHINEd_m08_155_mask.tif,155,m08,999
260,1,2,0.189846599998418,0.174229600001127,1,SHINEd_m08_088_mask.tif,88,m08,999
261,1,3,0.492111100000329,0.791234400006942,1,SHINEd_f24_044_mask.tif,44,f24,999
262,1,1,0.74376419998589,0.25306059999275,1,SHINEd_f24_111_mask.tif,111,f24,999
263,1,3,0.233059200021671,0.314931000000797,1,SHINEd_f24_044_mask.tif,44,f24,999
264,0,2,0.364234600012423,0.57478570000967,1,SHINEd_f06_111_mask.tif,111,f06,999
265,0,3,0.25753309999709,0.189053399983095,1,SHINEd_f24_133_mask.tif,133,f24,999
266,1,3,0.330394000018714,0.259616399998777,1,SHINEd_f24_022_mask.tif,22,f24,999
267,0,2,0.972910300013609,0.213978599989787,1,SHINEd_f06_066_mask.tif,66,f06,999
268,0,3,0.257865500025218,0.196426000009524,1,SHINEd_f06_199_mask.tif,199,f06,999
269,0,2,0.316617200005567,0.124324799980968,1,SHINEd_m08_133_mask.tif,133,m08,999
270,1,3,0.200649199978216,0.197538600012194,1,SHINEd_f24_000_mask.tif,0,f24,999
271,1,1,0.388599099998828,0.214428999985103,1,SHINEd_m31_111_mask.tif,111,m31,999
272,0,3,0.259459699998843,0.215103099995758,1,SHINEd_m08_199_mask.tif,199,m08,999
273,0,2,0.272263599996222,0.180048800015356,1,SHINEd_f06_066_mask.tif,66,f06,999
274,1,3,0.213140499981819,0.301388599997154,1,SHINEd_f24_000_mask.tif,0,f24,999
275,1,1,0.316696100024274,0.165852599981008,1,SHINEd_f06_044_mask.tif,44,f06,999
276,0,2,0.551402799988864,0.463040699978592,1,SHINEd_m31_177_mask.tif,177,m31,999
277,1,3,0.0817732999857981,0.441113300010329,1,SHINEd_f06_000_mask.tif,0,f06,999
278,0,2,1.00477800000226,0.626427099981811,1,SHINEd_m31_088_mask.tif,88,m31,999
279,0,3,0.482552899979055,0.328116499993484,1,SHINEd_f24_133_mask.tif,133,f24,999
280,1,2,0.0420610999863129,0.368454699986614,1,SHINEd_m08_022_mask.tif,22,m08,999
